"","X","Course.taken","Quarter","Grade.earned","numericalgrade","Last.quarter.of.attendance","Drop.date","Concurrent.GPA","Concurrent.credits.registered.for","Concurrent.credits.earned","COMPASS.Reading","COMPASS.Number.Skills","COMPASS.Elem.Alg","COMPASS.College.Alg","COMPASS.Trig","MAPS.score","FID"
"266",266,"MATH062","B013","W",NA,"B343","1/20/2011",0.7,15,5,89,44,"16",NA,"",NA,6487
"267",267,"MATH062","B121","3.8",3.8,"B231","",3.9,10,10,98,42,"22",NA,"",NA,4690
"268",268,"MATH070","B014","3",3,"B122","",3,5,5,96,52,"",NA,"",NA,6784
"269",269,"MATH072","B122","W",NA,"B122","11/11/2011",0,5,0,96,52,"",NA,"",NA,6784
"270",270,"MATH097","B233","W",NA,"B233","2/22/2013",0,5,0,99,40,"",NA,"",NA,5614
"271",271,"MATH070","B012","4",4,"B123","",3.85,10,10,94,81,"37",NA,"",NA,6863
"272",272,"MATH072","B013","3.3",3.3,"B123","",2.23,15,10,94,81,"37",NA,"",NA,6863
"273",273,"MATH062","B123","3.8",3.8,"B344","",3.77,15,15,91,32,"22",NA,"",NA,6353
"274",274,"MATH070","B124","3.3",3.3,"B344","",2.1,15,15,91,32,"22",NA,"",NA,6353
"275",275,"MATH072","B231","1",1,"B344","",0.9,15,10,91,32,"22",NA,"",NA,6353
"276",276,"MATH072","B233","3.5",3.5,"B344","",2.5,12,12,91,32,"22",NA,"",NA,6353
"277",277,"MATH062","B233","3.9",3.9,"B234","",3.95,10,10,85,37,"20",NA,"",NA,7608
"278",278,"MATH070","B234","0",0,"B234","4/18/2013",0,5,0,85,37,"20",NA,"",NA,7608
"279",279,"MATH062","B014","3",3,"B343","",2.55,10,10,89,NA,"",NA,"",NA,12218
"280",280,"MATH&141","B124","W",NA,"B233","4/20/2012",3.4,15,10,87,71,"18",NA,"",NA,2344
"281",281,"MATH&141","B233","2",2,"B233","",2.45,15,10,87,71,"18",NA,"",NA,2344
"282",282,"MATH070","B014","3.8",3.8,"B233","",3.23,15,15,87,71,"18",NA,"",NA,2344
"283",283,"MATH072","B121","3.9",3.9,"B233","",3.6,12,12,87,71,"18",NA,"",NA,2344
"284",284,"MATH097","B122","3.8",3.8,"B233","",3.8,15,10,87,71,"18",NA,"",NA,2344
"285",285,"MATH070","B011","3.8",3.8,"B123","",2.43,15,10,93,82,"25",NA,"",NA,4446
"286",286,"MATH072","B012","2.8",2.8,"B123","",3.14,12,12,93,82,"25",NA,"",NA,4446
"287",287,"MATH097","B121","W",NA,"B123","7/21/2011",2.5,10,5,93,82,"25",NA,"",NA,4446
"288",288,"MATH062","B012","1.2",1.2,"B122","",1.2,5,5,65,33,"18",NA,"",NA,996
"289",289,"MATH062","B013","2.9",2.9,"B122","",2.45,20,10,65,33,"18",NA,"",NA,996
"290",290,"MATH097","B012","4",4,"B014","",4,5,5,97,NA,"38",NA,"",NA,11408
"291",291,"MATH062","B234","3.7",3.7,"B344","",3.8,12,12,76,24,"16",NA,"",NA,7029
"292",292,"MATH070","B341","3.6",3.6,"B344","",3.6,10,10,76,24,"16",NA,"",NA,7029
"293",293,"MATH072","B342","3.2",3.2,"B344","",3.5,8,8,76,24,"16",NA,"",NA,7029
"294",294,"MATH072","B013","3.5",3.5,"B123","",3.46,16,16,93,66,"20",NA,"",NA,10682
"295",295,"MATH097","B014","3.8",3.8,"B123","",3.75,10,10,93,66,"20",NA,"",NA,10682
"296",296,"MATH070","B232","3.7",3.7,"B344","",3.75,10,10,85,76,"17",NA,"",NA,7345
"297",297,"MATH072","B233","3",3,"B344","",2.7,10,10,85,76,"17",NA,"",NA,7345
"298",298,"MATH097","B234","4",4,"B344","",3.75,10,10,85,76,"17",NA,"",NA,7345
"299",299,"MATH147","B342","1",1,"B344","",1.65,10,10,85,76,"17",NA,"",NA,7345
"300",300,"MATH&141","B013","3.8",3.8,"B122","",3.86,7,7,99,NA,"73",NA,"",NA,7735
"301",301,"MATH072","B011","4",4,"B122","",4,5,5,99,NA,"73",NA,"",NA,7735
"302",302,"MATH097","B012","4",4,"B122","",4,7,7,99,NA,"73",NA,"",NA,7735
"303",303,"MATH070","B121","3.7",3.7,"B233","",3.35,10,10,95,46,"",NA,"",255,12417
"304",304,"MATH072","B122","3.1",3.1,"B233","",3.1,10,10,95,46,"",NA,"",255,12417
"305",305,"MATH097","B123","3.2",3.2,"B233","",3.37,15,15,95,46,"",NA,"",255,12417
"306",306,"MATH&107","B013","2.7",2.7,"B121","",3.3,20,20,94,71,"29",NA,"",NA,3705
"307",307,"MATH097","B012","2.9",2.9,"B121","",3.7,20,20,94,71,"29",NA,"",NA,3705
"308",308,"MATH097","B342","4",4,"B344","",3.98,12,12,98,NA,"51",61,"",NA,2056
"309",309,"MATH062","B012","2.6",2.6,"B342","",3.13,15,15,84,22,"15",NA,"",NA,1390
"310",310,"MATH070","B013","2.5",2.5,"B342","",3.42,13,13,84,22,"15",NA,"",NA,1390
"311",311,"MATH072","B014","3",3,"B342","",3.15,10,10,84,22,"15",NA,"",NA,1390
"312",312,"MATH&141","B014","4",4,"B344","",4,5,5,95,NA,"67",NA,"",NA,2287
"313",313,"MATH&142","B121","3.4",3.4,"B344","",3.71,12,12,95,NA,"67",NA,"",NA,2287
"314",314,"MATH&151","B122","2.4",2.4,"B344","",3.44,18,18,95,NA,"67",NA,"",NA,2287
"315",315,"MATH097","B013","4",4,"B344","",3.9,10,10,95,NA,"67",NA,"",NA,2287
"316",316,"MATH070","B122","0",0,"B122","10/18/2011",0,15,0,86,61,"18",NA,"",NA,6149
"317",317,"MATH&107","B011","4",4,"B012","",3.38,13,13,NA,NA,"",NA,"",NA,11695
"318",318,"MATH072","B122","3.9",3.9,"B232","",3.45,10,10,99,38,"29",NA,"",NA,10728
"319",319,"MATH097","B123","3.6",3.6,"B232","",3.45,10,10,99,38,"29",NA,"",NA,10728
"320",320,"MATH147","B124","0.6",0.6,"B232","",2.27,13,8,99,38,"29",NA,"",NA,10728
"321",321,"MATH147","B232","3.6",3.6,"B232","",3.8,10,10,99,38,"29",NA,"",NA,10728
"322",322,"MATH070","B342","3.9",3.9,"B344","",3.83,15,15,89,69,"21",NA,"",NA,1263
"323",323,"MATH072","B123","3.8",3.8,"B344","",3.43,15,15,99,NA,"27",NA,"",NA,9748
"324",324,"MATH097","B124","3.7",3.7,"B344","",3.53,15,15,99,NA,"27",NA,"",NA,9748
"325",325,"MATH&141","B233","3.9",3.9,"B341","",3.62,17,17,99,NA,"91",27,"",NA,587
"326",326,"MATH&142","B234","3",3,"B341","",3.6,15,15,99,NA,"91",27,"",NA,587
"327",327,"MATH072","B231","4",4,"B341","",3.95,10,10,99,NA,"91",27,"",NA,587
"328",328,"MATH097","B232","4",4,"B341","",4,14,14,99,NA,"91",27,"",NA,587
"329",329,"MATH&107","B013","2.4",2.4,"B013","",2.13,20,15,98,NA,"",NA,"",NA,6801
"330",330,"MATH072","B121","3.9",3.9,"B122","",3.4,10,10,99,23,"45",NA,"",NA,6943
"331",331,"MATH097","B122","3.5",3.5,"B122","",3.3,15,15,99,23,"45",NA,"",NA,6943
"332",332,"MATH&107","B012","3",3,"B013","",3.1,15,15,95,NA,"39",NA,"",NA,10473
"333",333,"MATH147","B013","2.1",2.1,"B013","",2.63,16,16,95,NA,"39",NA,"",NA,10473
"334",334,"MATH097","B234","0",0,"B234","6/10/2013",0,5,0,91,43,"",NA,"",NA,6624
"335",335,"MATH147","B231","2.8",2.8,"B344","",2.02,17,12,97,NA,"85",34,"",NA,9842
"336",336,"MATH070","B234","4",4,"B344","",3.72,15,15,89,43,"24",NA,"",NA,366
"337",337,"MATH&141","B122","3.4",3.4,"B341","",3.4,13,13,91,NA,"51",NA,"",NA,8646
"338",338,"MATH&142","B123","W",NA,"B341","2/24/2012",3.25,16,11,91,NA,"51",NA,"",NA,8646
"339",339,"MATH&142","B124","2.8",2.8,"B341","",3.21,16,16,91,NA,"51",NA,"",NA,8646
"340",340,"MATH&151","B231","2",2,"B341","",2.27,11,11,91,NA,"51",NA,"",NA,8646
"341",341,"MATH072","B014","4",4,"B341","",4,12,12,91,NA,"51",NA,"",NA,8646
"342",342,"MATH097","B121","3.7",3.7,"B341","",3.7,15,15,91,NA,"51",NA,"",NA,8646
"343",343,"MATH&141","B012","3.9",3.9,"B344","",3.9,5,5,68,34,"",NA,"",NA,6985
"344",344,"MATH&142","B013","3",3,"B344","",3,5,5,68,34,"",NA,"",NA,6985
"345",345,"MATH&151","B014","3.1",3.1,"B344","",3.1,5,5,68,34,"",NA,"",NA,6985
"346",346,"MATH062","B232","3.7",3.7,"B342","",3.7,5,5,92,44,"20",NA,"",NA,985
"347",347,"MATH072","B234","2.5",2.5,"B342","",2.5,5,5,92,44,"20",NA,"",NA,985
"348",348,"MATH147","B014","W",NA,"B122","4/11/2011",0,5,0,91,NA,"36",28,"",NA,12416
"349",349,"MATH147","B122","1.5",1.5,"B122","",2.25,10,10,91,NA,"36",28,"",NA,12416
"350",350,"MATH072","B123","0",0,"B231","1/19/2012",0,10,0,91,NA,"35",NA,"",NA,6707
"351",351,"MATH072","B124","0.1",0.1,"B231","",0.1,5,0,91,NA,"35",NA,"",NA,6707
"352",352,"MATH062","B122","2.7",2.7,"B124","",2.7,5,5,85,25,"17",NA,"",NA,6950
"353",353,"MATH070","B124","0",0,"B124","4/10/2012",0,5,0,85,25,"17",NA,"",NA,6950
"354",354,"MATH&107","B011","3",3,"B122","",3.53,12,12,99,67,"52",NA,"",435,6968
"355",355,"MATH&107","B342","3.3",3.3,"B342","",3.3,5,5,99,NA,"",NA,"",NA,11682
"356",356,"MATH&141","B341","0",0,"B342","8/15/2013",0,5,0,99,NA,"",NA,"",NA,11682
"357",357,"MATH097","B124","0",0,"B342","6/13/2012",2.68,22,17,99,NA,"",NA,"",NA,11682
"358",358,"MATH097","B231","1",1,"B342","",1.55,13,10,99,NA,"",NA,"",NA,11682
"359",359,"MATH097","B232","1.7",1.7,"B342","",2.8,13,13,99,NA,"",NA,"",NA,11682
"360",360,"MATH097","B234","3.7",3.7,"B342","",3.7,5,5,99,NA,"",NA,"",NA,11682
"361",361,"MATH062","B014","2.6",2.6,"B123","",2.43,6,6,89,30,"212",NA,"",NA,6776
"362",362,"MATH062","B122","4",4,"B341","",3.8,15,15,90,42,"18",NA,"",NA,12580
"363",363,"MATH070","B123","3.9",3.9,"B341","",3.4,15,15,90,42,"18",NA,"",NA,12580
"364",364,"MATH072","B124","3.7",3.7,"B341","",3.3,20,20,90,42,"18",NA,"",NA,12580
"365",365,"MATH097","B231","2.7",2.7,"B341","",2.92,13,13,90,42,"18",NA,"",NA,12580
"366",366,"MATH147","B013","W",NA,"B013","1/23/2011",0,5,0,90,33,"",NA,"",NA,12332
"367",367,"MATH097","B123","0",0,"B123","1/5/2012",0,10,0,85,51,"",NA,"",335,7752
"368",368,"MATH072","B012","3.6",3.6,"B342","",3.6,7,7,99,NA,"67",NA,"",NA,10940
"369",369,"MATH097","B013","4",4,"B342","",3.02,12,12,99,NA,"67",NA,"",NA,10940
"370",370,"MATH&141","B234","2.5",2.5,"B344","",2.69,8,8,83,NA,"26",NA,"",NA,128
"371",371,"MATH072","B122","4",4,"B344","",4,7,7,83,NA,"26",NA,"",NA,128
"372",372,"MATH097","B123","3.7",3.7,"B344","",3.78,8,8,83,NA,"26",NA,"",NA,128
"373",373,"MATH070","B014","3.8",3.8,"B234","",3.4,12,12,93,57,"16",NA,"",NA,5452
"374",374,"MATH072","B121","2.5",2.5,"B234","",3,12,12,93,57,"16",NA,"",NA,5452
"375",375,"MATH&141","B121","3.4",3.4,"B343","",3.7,10,10,93,22,"20",NA,"",NA,10602
"376",376,"MATH&142","B231","2",2,"B343","",2,5,5,93,22,"20",NA,"",NA,10602
"377",377,"MATH070","B012","4",4,"B343","",4,5,5,93,22,"20",NA,"",NA,10602
"378",378,"MATH072","B013","4",4,"B343","",4,5,5,93,22,"20",NA,"",NA,10602
"379",379,"MATH097","B014","4",4,"B343","",4,5,5,93,22,"20",NA,"",NA,10602
"380",380,"MATH097","B123","4",4,"B342","",4,5,5,92,35,"",NA,"",NA,194
"381",381,"MATH147","B124","2.8",2.8,"B342","",2.8,10,5,92,35,"",NA,"",NA,194
"382",382,"MATH147","B231","2.7",2.7,"B234","",3.43,15,15,99,NA,"95",27,"",NA,2882
"383",383,"MATH062","B123","2.5",2.5,"B232","",2,13,10,94,32,"18",NA,"",NA,8850
"384",384,"MATH062","B014","3",3,"B123","",3.15,12,12,99,25,"15",NA,"",NA,136
"385",385,"MATH070","B121","0",0,"B123","7/12/2011",0,13,0,99,25,"15",NA,"",NA,136
"386",386,"MATH072","B012","0.5",0.5,"B012","",0.95,10,5,96,52,"16",NA,"",NA,4430
"387",387,"MATH070","B234","3.5",3.5,"B344","",3,15,15,99,NA,"47",NA,"",NA,2985
"388",388,"MATH072","B342","2.8",2.8,"B344","",3.35,13,13,99,NA,"47",NA,"",NA,2985
"389",389,"MATH070","B011","4",4,"B123","",4,5,5,92,37,"17",NA,"",NA,4565
"390",390,"MATH070","B012","3.8",3.8,"B013","",3.7,15,15,92,63,"15",NA,"",NA,9833
"391",391,"MATH072","B013","1.7",1.7,"B013","",2.73,13,13,92,63,"15",NA,"",NA,9833
"392",392,"MATH062","B341","3.9",3.9,"B344","",3.57,15,15,79,28,"",NA,"",NA,9132
"393",393,"MATH070","B342","3.5",3.5,"B344","",3.4,15,15,79,28,"",NA,"",NA,9132
"394",394,"MATH062","B233","N",NA,"B233","",0,5,0,NA,45,"16",NA,"",NA,8734
"395",395,"MATH070","B122","3.5",3.5,"B234","",3.5,5,5,99,75,"21",NA,"",NA,2545
"396",396,"MATH072","B123","4",4,"B234","",4,5,5,99,75,"21",NA,"",NA,2545
"397",397,"MATH097","B124","3.3",3.3,"B234","",3.3,5,5,99,75,"21",NA,"",NA,2545
"398",398,"MATH072","B011","4",4,"B124","",3.91,11,11,99,NA,"57",NA,"",NA,10104
"399",399,"MATH097","B012","4",4,"B124","",4,13,13,99,NA,"57",NA,"",NA,10104
"400",400,"MATH147","B122","4",4,"B124","",2.88,16,11,99,NA,"57",NA,"",NA,10104
"401",401,"MATH&141","B012","4",4,"B014","",4,5,5,NA,NA,"98",38,"",NA,6517
"402",402,"MATH&141","B342","3.1",3.1,"B344","",3.42,19,19,95,NA,"64",NA,"",NA,5037
"403",403,"MATH097","B341","3.5",3.5,"B344","",3.73,12,12,95,NA,"64",NA,"",NA,5037
"404",404,"MATH&141","B122","3.1",3.1,"B124","",2.55,10,10,86,69,"",26,"",NA,4250
"405",405,"MATH&142","B123","2.5",2.5,"B124","",3.17,15,15,86,69,"",26,"",NA,4250
"406",406,"MATH&151","B124","2",2,"B124","",2.93,11,11,86,69,"",26,"",NA,4250
"407",407,"MATH&107","B122","W",NA,"B122","10/5/2011",0,5,0,94,71,"16",NA,"",NA,7
"408",408,"MATH097","B014","2.8",2.8,"B122","",2.8,5,5,94,71,"16",NA,"",NA,7
"409",409,"MATH070","B342","3.7",3.7,"B452","",3.8,10,10,99,66,"38",NA,"",NA,845
"410",410,"MATH070","B232","3.9",3.9,"B343","",3,14,14,95,74,"25",NA,"",NA,2931
"411",411,"MATH&107","B012","2.9",2.9,"B014","",2.95,15,15,88,NA,"",34,"",NA,216
"412",412,"MATH147","B013","2",2,"B014","",2,5,5,88,NA,"31",NA,"",NA,9432
"413",413,"MATH&141","B012","4",4,"B014","",4,5,5,NA,NA,"38",NA,"",NA,12407
"414",414,"MATH&142","B013","3.8",3.8,"B014","",3.8,5,5,NA,NA,"38",NA,"",NA,12407
"415",415,"MATH&151","B014","4",4,"B014","",4,5,5,NA,NA,"38",NA,"",NA,12407
"416",416,"MATH097","B012","0",0,"B013","9/27/2010",0,12,0,99,NA,"",NA,"",NA,10294
"417",417,"MATH072","B124","3.7",3.7,"B342","",3.9,15,15,99,25,"33",NA,"",NA,6320
"418",418,"MATH097","B232","3",3,"B342","",3.13,17,17,99,25,"33",NA,"",NA,6320
"419",419,"MATH147","B233","1.4",1.4,"B342","",2.57,16,16,99,25,"33",NA,"",NA,6320
"420",420,"MATH147","B234","0",0,"B342","6/7/2013",1.9,15,10,99,25,"33",NA,"",NA,6320
"421",421,"MATH&107","B234","3",3,"B344","",3,5,5,97,29,"16",NA,"",90,10645
"422",422,"MATH062","B123","3.7",3.7,"B344","",3.75,10,10,97,29,"16",NA,"",90,10645
"423",423,"MATH070","B124","3",3,"B344","",3,5,5,97,29,"16",NA,"",90,10645
"424",424,"MATH072","B231","2.5",2.5,"B344","",2.5,5,5,97,29,"16",NA,"",90,10645
"425",425,"MATH097","B233","2.1",2.1,"B344","",3.1,15,15,97,29,"16",NA,"",90,10645
"426",426,"MATH070","B011","W",NA,"B012","7/8/2010",0,15,0,58,NA,"30",NA,"",NA,9241
"427",427,"MATH070","B011","4",4,"B232","",3.93,15,15,97,42,"20",NA,"",NA,9739
"428",428,"MATH&107","B233","3.8",3.8,"B234","",3.9,10,10,77,46,"25",NA,"",NA,4901
"429",429,"MATH062","B013","4",4,"B234","",3.6,15,15,77,46,"25",NA,"",NA,4901
"430",430,"MATH070","B014","3.7",3.7,"B234","",2.8,12,12,77,46,"25",NA,"",NA,4901
"431",431,"MATH072","B121","3.9",3.9,"B234","",3.3,15,15,77,46,"25",NA,"",NA,4901
"432",432,"MATH097","B122","3.2",3.2,"B234","",2.7,10,10,77,46,"25",NA,"",NA,4901
"433",433,"MATH147","B123","W",NA,"B234","2/28/2012",2.81,13,8,77,46,"25",NA,"",NA,4901
"434",434,"MATH062","B233","3.7",3.7,"B341","",3.65,12,12,86,31,"22",NA,"",NA,1889
"435",435,"MATH&151","B342","3.7",3.7,"B344","",3.7,5,5,86,81,"67",NA,"",NA,2376
"436",436,"MATH097","B012","0",0,"B232","12/9/2010",0.5,15,5,83,21,"17",NA,"",NA,12445
"437",437,"MATH097","B012","W",NA,"B232","10/4/2010",0.5,15,5,83,21,"17",NA,"",NA,12445
"438",438,"MATH072","B124","4",4,"B124","",4,5,5,92,87,"23",NA,"",NA,4147
"439",439,"MATH062","B122","3.9",3.9,"B233","",3.6,15,15,77,45,"20",NA,"",NA,12256
"440",440,"MATH062","B341","4",4,"B344","",4,15,15,74,36,"15",NA,"",NA,7356
"441",441,"MATH070","B342","2.9",2.9,"B344","",3.47,15,15,74,36,"15",NA,"",NA,7356
"442",442,"MATH070","B233","0",0,"B233","3/7/2013",0,5,0,85,NA,"28",NA,"",NA,11043
"443",443,"MATH097","B011","W",NA,"B122","7/13/2010",2.86,12,7,90,NA,"29",NA,"",NA,6756
"444",444,"MATH097","B014","W",NA,"B122","5/20/2011",0,20,0,90,NA,"29",NA,"",NA,6756
"445",445,"MATH097","B121","0.1",0.1,"B122","",2,10,5,90,NA,"29",NA,"",NA,6756
"446",446,"MATH062","B232","3.9",3.9,"B342","",3.9,5,5,91,51,"18",NA,"",NA,4078
"447",447,"MATH070","B233","3",3,"B341","",3,15,15,94,63,"18",NA,"",NA,12143
"448",448,"MATH072","B234","W",NA,"B341","4/30/2013",4,15,5,94,63,"18",NA,"",NA,12143
"449",449,"MATH097","B232","0",0,"B233","11/10/2012",0,5,0,99,54,"21",NA,"",NA,11653
"450",450,"MATH062","B122","W",NA,"B124","11/14/2011",2.3,21,16,92,43,"",NA,"",NA,78
"451",451,"MATH072","B234","3.2",3.2,"B344","",3.37,7,7,97,31,"",NA,"",NA,6499
"452",452,"MATH&141","B342","2.3",2.3,"B344","",3.06,11,11,99,57,"30",NA,"",NA,6456
"453",453,"MATH097","B341","3.8",3.8,"B344","",3.85,10,10,99,57,"30",NA,"",NA,6456
"454",454,"MATH&141","B014","W",NA,"B123","5/9/2011",2.9,15,10,91,NA,"33",NA,"",NA,3487
"455",455,"MATH072","B012","3.4",3.4,"B123","",3.55,20,20,91,NA,"33",NA,"",NA,3487
"456",456,"MATH097","B013","2.9",2.9,"B123","",2.67,15,15,91,NA,"33",NA,"",NA,3487
"457",457,"MATH&141","B121","2.5",2.5,"B344","",1.43,15,15,98,NA,"53",NA,"",680,7407
"458",458,"MATH&142","B122","1.9",1.9,"B344","",2.3,15,15,98,NA,"53",NA,"",680,7407
"459",459,"MATH&142","B123","1.1",1.1,"B344","",2.19,13,13,98,NA,"53",NA,"",680,7407
"460",460,"MATH&151","B124","0.2",0.2,"B344","",0.9,15,5,98,NA,"53",NA,"",680,7407
"461",461,"MATH&151","B231","2.4",2.4,"B344","",2.3,10,10,98,NA,"53",NA,"",680,7407
"462",462,"MATH097","B014","3",3,"B344","",3.13,12,12,98,NA,"53",NA,"",680,7407
"463",463,"MATH&141","B014","0",0,"B232","5/27/2011",0,20,0,91,72,"",NA,"",NA,3388
"464",464,"MATH&141","B124","4",4,"B232","",3.18,14,14,91,72,"",NA,"",NA,3388
"465",465,"MATH&142","B231","0",0,"B232","7/19/2012",0,5,0,91,72,"",NA,"",NA,3388
"466",466,"MATH&151","B232","0",0,"B232","10/8/2012",0.56,9,4,91,72,"",NA,"",NA,3388
"467",467,"MATH097","B013","3.2",3.2,"B232","",3.2,5,5,91,72,"",NA,"",NA,3388
"468",468,"MATH&141","B122","1.8",1.8,"B233","",2.25,12,12,96,55,"38",NA,"",NA,3275
"469",469,"MATH072","B013","4",4,"B233","",4,12,12,96,55,"38",NA,"",NA,3275
"470",470,"MATH097","B014","3.9",3.9,"B233","",3.3,15,15,96,55,"38",NA,"",NA,3275
"471",471,"MATH147","B124","2",2,"B233","",2.75,15,10,96,55,"38",NA,"",NA,3275
"472",472,"MATH072","B012","3.6",3.6,"B233","",3.55,12,12,95,50,"28",NA,"",NA,100
"473",473,"MATH097","B013","3.4",3.4,"B233","",3.6,12,12,95,50,"28",NA,"",NA,100
"474",474,"MATH147","B014","3.3",3.3,"B233","",3.04,13,13,95,50,"28",NA,"",NA,100
"475",475,"MATH097","B122","3.5",3.5,"B123","",2.94,10,10,99,NA,"",NA,"",NA,10069
"476",476,"MATH&141","B124","0",0,"B344","5/10/2012",1.45,10,5,97,NA,"38",NA,"",428,7325
"477",477,"MATH&141","B232","1.6",1.6,"B344","",1.03,15,10,97,NA,"38",NA,"",428,7325
"478",478,"MATH&141","B233","0",0,"B344","2/25/2013",0.93,15,5,97,NA,"38",NA,"",428,7325
"479",479,"MATH&141","B342","2.5",2.5,"B344","",0.78,16,5,97,NA,"38",NA,"",428,7325
"480",480,"MATH072","B012","2.2",2.2,"B014","",2.7,15,15,85,33,"24",NA,"",NA,10167
"481",481,"MATH072","B013","W",NA,"B014","1/26/2011",0,15,0,85,33,"24",NA,"",NA,10167
"482",482,"MATH&107","B012","3.9",3.9,"B232","",3.9,5,5,NA,NA,"",NA,"",NA,11706
"483",483,"MATH&107","B012","3",3,"B014","",3.5,12,12,90,NA,"50",NA,"",NA,3048
"484",484,"MATH&141","B122","3.3",3.3,"B231","",3.3,5,5,99,NA,"32",NA,"",NA,7661
"485",485,"MATH&142","B123","W",NA,"B231","2/28/2012",3.7,10,5,99,NA,"32",NA,"",NA,7661
"486",486,"MATH&142","B231","3.6",3.6,"B231","",3.6,5,5,99,NA,"32",NA,"",NA,7661
"487",487,"MATH072","B014","3.8",3.8,"B231","",3.67,15,15,99,NA,"32",NA,"",NA,7661
"488",488,"MATH097","B121","3.6",3.6,"B231","",3.67,15,15,99,NA,"32",NA,"",NA,7661
"489",489,"MATH062","B012","2.9",2.9,"B231","",3.17,15,15,88,29,"22",NA,"",85,445
"490",490,"MATH070","B013","3.6",3.6,"B231","",3.43,15,15,88,29,"22",NA,"",85,445
"491",491,"MATH072","B014","2.8",2.8,"B231","",3.6,15,15,88,29,"22",NA,"",85,445
"492",492,"MATH097","B122","3.2",3.2,"B231","",3.5,15,15,88,29,"22",NA,"",85,445
"493",493,"MATH097","B123","4",4,"B232","",4,5,5,99,70,"",26,"",NA,2558
"494",494,"MATH070","B341","0",0,"B341","7/25/2013",0,10,0,90,59,"21",NA,"",NA,7760
"495",495,"MATH&141","B014","3.9",3.9,"B233","",3.93,15,15,93,NA,"50",NA,"",NA,8314
"496",496,"MATH&107","B014","3.3",3.3,"B014","",3.7,15,15,97,26,"20",NA,"",NA,4922
"497",497,"MATH070","B122","3.8",3.8,"B124","",3.36,14,14,87,NA,"26",NA,"",NA,92
"498",498,"MATH070","B123","3.6",3.6,"B343","",3.55,12,12,99,71,"18",NA,"",NA,10343
"499",499,"MATH072","B124","3",3,"B343","",3.5,12,12,99,71,"18",NA,"",NA,10343
"500",500,"MATH097","B234","1.6",1.6,"B343","",2.55,12,12,99,71,"18",NA,"",NA,10343
"501",501,"MATH097","B342","2.1",2.1,"B343","",2.7,15,15,99,71,"18",NA,"",NA,10343
"502",502,"MATH&142","B342","0",0,"B344","12/13/2013",1.91,17,12,99,NA,"",26,"36",NA,10567
"503",503,"MATH&107","B012","4",4,"B231","",4,5,5,98,58,"33",NA,"",NA,8785
"504",504,"MATH&107","B122","W",NA,"B234","11/8/2011",2,15,5,97,46,"31",NA,"",NA,7872
"505",505,"MATH&107","B124","2.7",2.7,"B234","",2.5,15,15,97,46,"31",NA,"",NA,7872
"506",506,"MATH&141","B012","W",NA,"B234","11/5/2010",1,10,5,97,46,"31",NA,"",NA,7872
"507",507,"MATH&141","B233","1",1,"B234","",1,5,5,97,46,"31",NA,"",NA,7872
"508",508,"MATH147","B123","W",NA,"B234","2/28/2012",3.4,15,10,97,46,"31",NA,"",NA,7872
"509",509,"MATH062","B234","3.7",3.7,"B342","",3,11,10,81,26,"15",NA,"",NA,8451
"510",510,"MATH&141","B123","3",3,"B344","",3.55,13,13,89,55,"17",NA,"",NA,903
"511",511,"MATH&142","B124","1",1,"B344","",2.93,15,15,89,55,"17",NA,"",NA,903
"512",512,"MATH&142","B232","3.3",3.3,"B344","",3.71,17,17,89,55,"17",NA,"",NA,903
"513",513,"MATH070","B013","4",4,"B344","",3.87,15,15,89,55,"17",NA,"",NA,903
"514",514,"MATH072","B014","4",4,"B344","",3.83,15,15,89,55,"17",NA,"",NA,903
"515",515,"MATH097","B122","3.7",3.7,"B344","",3.87,15,15,89,55,"17",NA,"",NA,903
"516",516,"MATH062","B014","4",4,"B122","",4,5,5,93,47,"20",NA,"",NA,12561
"517",517,"MATH062","B013","3.7",3.7,"B232","",2.35,10,10,94,29,"19",NA,"",NA,10901
"518",518,"MATH072","B124","3.8",3.8,"B341","",3.8,5,5,98,NA,"38",NA,"",NA,828
"519",519,"MATH097","B231","3.5",3.5,"B341","",3.65,12,12,98,NA,"38",NA,"",NA,828
"520",520,"MATH147","B232","W",NA,"B341","11/15/2012",4,20,15,98,NA,"38",NA,"",NA,828
"521",521,"MATH147","B233","4",4,"B341","",4,15,15,98,NA,"38",NA,"",NA,828
"522",522,"MATH&107","B123","3.9",3.9,"B124","",3.1,15,15,85,45,"15",NA,"",NA,5173
"523",523,"MATH062","B011","4",4,"B124","",4,12,12,85,45,"15",NA,"",NA,5173
"524",524,"MATH070","B014","4",4,"B124","",3.83,12,12,85,45,"15",NA,"",NA,5173
"525",525,"MATH072","B121","3.2",3.2,"B124","",3.25,12,12,85,45,"15",NA,"",NA,5173
"526",526,"MATH097","B122","3.3",3.3,"B124","",3.67,17,17,85,45,"15",NA,"",NA,5173
"527",527,"MATH062","B123","4",4,"B343","",3.8,15,15,99,33,"22",NA,"",NA,3574
"528",528,"MATH070","B232","3.6",3.6,"B343","",3.67,15,15,99,33,"22",NA,"",NA,3574
"529",529,"MATH072","B342","W",NA,"B343","11/8/2013",2,12,7,99,33,"22",NA,"",NA,3574
"530",530,"MATH147","B014","2.4",2.4,"B122","",2.4,9,9,91,86,"40",NA,"",NA,4609
"531",531,"MATH062","B231","2.5",2.5,"B343","",3.25,10,10,80,18,"16",NA,"",NA,9530
