"","X","Course.taken","Quarter","Grade.earned","numericalgrade","Last.quarter.of.attendance","Drop.date","Concurrent.GPA","Concurrent.credits.registered.for","Concurrent.credits.earned","COMPASS.Reading","COMPASS.Number.Skills","COMPASS.Elem.Alg","COMPASS.College.Alg","COMPASS.Trig","MAPS.score","FID","success1.0","success2.0","success2.5","forcednumericalgrade"
"5502",5502,"MATH&107","B121","3.8",3.8,"B121","",3.8,5,5,95,40,"23",NA,"",NA,2979,TRUE,TRUE,TRUE,3.8
"5503",5503,"MATH&141","B012","1.4",1.4,"B342","",0.7,21,5,91,NA,"31",NA,"",NA,8355,TRUE,FALSE,FALSE,1.4
"5504",5504,"MATH&141","B013","3.6",3.6,"B342","",2.97,15,15,91,NA,"31",NA,"",NA,8355,TRUE,TRUE,TRUE,3.6
"5505",5505,"MATH&142","B121","0",0,"B342","8/10/2011",1.57,15,10,91,NA,"31",NA,"",NA,8355,FALSE,FALSE,FALSE,0
"5506",5506,"MATH&142","B124","0",0,"B342","5/30/2012",0.9,10,5,91,NA,"31",NA,"",NA,8355,FALSE,FALSE,FALSE,0
"5507",5507,"MATH147","B231","W",NA,"B342","7/26/2012",0.6,15,5,91,NA,"31",NA,"",NA,8355,FALSE,FALSE,FALSE,-0.1
"5508",5508,"MATH062","B123","2.6",2.6,"B344","",2.8,15,10,61,36,"16",NA,"",NA,5711,TRUE,TRUE,TRUE,2.6
"5509",5509,"MATH070","B124","3.7",3.7,"B344","",3.55,12,12,61,36,"16",NA,"",NA,5711,TRUE,TRUE,TRUE,3.7
"5510",5510,"MATH072","B232","2.6",2.6,"B344","",2.59,18,16,61,36,"16",NA,"",NA,5711,TRUE,TRUE,TRUE,2.6
"5511",5511,"MATH097","B232","2.6",2.6,"B344","",2.59,18,16,61,36,"16",NA,"",NA,5711,TRUE,TRUE,TRUE,2.6
"5512",5512,"MATH062","B014","4",4,"B232","",2.9,12,12,76,34,"",NA,"",NA,1549,TRUE,TRUE,TRUE,4
"5513",5513,"MATH&151","B123","1.5",1.5,"B342","",2.5,13,13,98,NA,"70",60,"",NA,5530,TRUE,FALSE,FALSE,1.5
"5514",5514,"MATH&151","B124","0.9",0.9,"B342","",2.35,10,10,98,NA,"70",60,"",NA,5530,FALSE,FALSE,FALSE,0.9
"5515",5515,"MATH072","B231","3.5",3.5,"B233","",3.5,5,5,99,NA,"32",NA,"",NA,4377,TRUE,TRUE,TRUE,3.5
"5516",5516,"MATH097","B232","2.3",2.3,"B233","",2.3,5,5,99,NA,"32",NA,"",NA,4377,TRUE,TRUE,FALSE,2.3
"5517",5517,"MATH072","B012","2.8",2.8,"B342","",3.2,12,12,74,21,"23",NA,"",NA,6995,TRUE,TRUE,TRUE,2.8
"5518",5518,"MATH097","B014","2.7",2.7,"B342","",3.15,10,10,74,21,"23",NA,"",NA,6995,TRUE,TRUE,TRUE,2.7
"5519",5519,"MATH147","B121","1",1,"B342","",1.29,7,7,74,21,"23",NA,"",NA,6995,TRUE,FALSE,FALSE,1
"5520",5520,"MATH147","B122","2.2",2.2,"B342","",2.4,10,10,74,21,"23",NA,"",NA,6995,TRUE,TRUE,FALSE,2.2
"5521",5521,"MATH097","B011","4",4,"B123","",3.47,15,15,94,NA,"44",29,"",NA,5267,TRUE,TRUE,TRUE,4
"5522",5522,"MATH147","B012","0.9",0.9,"B123","",1.92,12,12,94,NA,"44",29,"",NA,5267,FALSE,FALSE,FALSE,0.9
"5523",5523,"MATH147","B122","0",0,"B123","11/10/2011",0.05,10,0,94,NA,"44",29,"",NA,5267,FALSE,FALSE,FALSE,0
"5524",5524,"MATH&141","B013","3.4",3.4,"B234","",3.47,15,15,96,41,"17",NA,"",NA,9728,TRUE,TRUE,TRUE,3.4
"5525",5525,"MATH&142","B014","3.7",3.7,"B234","",3.75,14,14,96,41,"17",NA,"",NA,9728,TRUE,TRUE,TRUE,3.7
"5526",5526,"MATH072","B011","3.8",3.8,"B234","",3.9,10,10,96,41,"17",NA,"",NA,9728,TRUE,TRUE,TRUE,3.8
"5527",5527,"MATH097","B012","3.6",3.6,"B234","",3.87,15,15,96,41,"17",NA,"",NA,9728,TRUE,TRUE,TRUE,3.6
"5528",5528,"MATH&141","B233","4",4,"B344","",2.89,16,16,86,NA,"52",NA,"",421,12104,TRUE,TRUE,TRUE,4
"5529",5529,"MATH&142","B234","2.9",2.9,"B344","",2.33,18,12,86,NA,"52",NA,"",421,12104,TRUE,TRUE,TRUE,2.9
"5530",5530,"MATH&151","B341","2",2,"B344","",2.28,18,18,86,NA,"52",NA,"",421,12104,TRUE,TRUE,FALSE,2
"5531",5531,"MATH097","B232","4",4,"B344","",3.5,15,15,86,NA,"52",NA,"",421,12104,TRUE,TRUE,TRUE,4
"5532",5532,"MATH&107","B122","2.3",2.3,"B122","",2.3,5,5,99,NA,"56",NA,"",NA,7492,TRUE,TRUE,FALSE,2.3
"5533",5533,"MATH147","B012","3.5",3.5,"B014","",3.64,7,7,83,NA,"44",NA,"",NA,2069,TRUE,TRUE,TRUE,3.5
"5534",5534,"MATH&151","B233","4",4,"B344","",4,6,6,91,NA,"87",67,"",NA,9223,TRUE,TRUE,TRUE,4
"5535",5535,"MATH&107","B232","4",4,"B232","",4,5,5,99,NA,"95",24,"",NA,9538,TRUE,TRUE,TRUE,4
"5536",5536,"MATH&107","B122","4",4,"B232","",4,5,5,91,NA,"48",NA,"",NA,4031,TRUE,TRUE,TRUE,4
"5537",5537,"MATH147","B232","3.1",3.1,"B232","",3.55,10,10,91,NA,"48",NA,"",NA,4031,TRUE,TRUE,TRUE,3.1
"5538",5538,"MATH147","B012","1.5",1.5,"B231","",1.5,5,5,99,NA,"",NA,"",NA,10563,TRUE,FALSE,FALSE,1.5
"5539",5539,"MATH147","B014","1.7",1.7,"B231","",1.7,5,5,99,NA,"",NA,"",NA,10563,TRUE,FALSE,FALSE,1.7
"5540",5540,"MATH&141","B013","0",0,"B122","2/12/2011",1.67,15,10,91,NA,"78",52,"",NA,3822,FALSE,FALSE,FALSE,0
"5541",5541,"MATH147","B014","2",2,"B122","",2,5,5,91,NA,"78",52,"",NA,3822,TRUE,TRUE,FALSE,2
"5542",5542,"MATH070","B013","0",0,"B013","1/12/2011",0,15,0,80,29,"18",NA,"",NA,7985,FALSE,FALSE,FALSE,0
"5543",5543,"MATH&107","B014","1.5",1.5,"B231","",2.9,17,17,75,NA,"33",NA,"",NA,8811,TRUE,FALSE,FALSE,1.5
"5544",5544,"MATH097","B011","3.3",3.3,"B231","",3.55,10,10,75,NA,"33",NA,"",NA,8811,TRUE,TRUE,TRUE,3.3
"5545",5545,"MATH097","B013","0",0,"B014","3/14/2011",0.67,6,1,76,47,"37",NA,"",NA,9976,FALSE,FALSE,FALSE,0
"5546",5546,"MATH&151","B012","4",4,"B014","",3.94,16,16,94,NA,"49",NA,"",NA,3560,TRUE,TRUE,TRUE,4
"5547",5547,"MATH&141","B012","2",2,"B343","",3.17,15,15,89,NA,"66",NA,"",NA,11090,TRUE,TRUE,FALSE,2
"5548",5548,"MATH&142","B013","1.5",1.5,"B343","",2.87,15,15,89,NA,"66",NA,"",NA,11090,TRUE,FALSE,FALSE,1.5
"5549",5549,"MATH&107","B121","2.5",2.5,"B122","",3.27,15,15,96,51,"16",NA,"",NA,5276,TRUE,TRUE,TRUE,2.5
"5550",5550,"MATH072","B013","2.9",2.9,"B122","",2.13,16,11,96,51,"16",NA,"",NA,5276,TRUE,TRUE,TRUE,2.9
"5551",5551,"MATH097","B014","3",3,"B122","",3.15,17,17,96,51,"16",NA,"",NA,5276,TRUE,TRUE,TRUE,3
"5552",5552,"MATH&141","B014","3.4",3.4,"B122","",3.73,15,15,88,NA,"41",NA,"",390,12177,TRUE,TRUE,TRUE,3.4
"5553",5553,"MATH147","B012","0.5",0.5,"B121","",2.17,18,13,90,26,"17",NA,"",NA,4179,FALSE,FALSE,FALSE,0.5
"5554",5554,"MATH147","B014","2.7",2.7,"B121","",2.58,20,20,90,26,"17",NA,"",NA,4179,TRUE,TRUE,TRUE,2.7
"5555",5555,"MATH097","B124","2.5",2.5,"B124","",2.55,15,15,89,NA,"67",NA,"",405,3926,TRUE,TRUE,TRUE,2.5
"5556",5556,"MATH&142","B122","3.2",3.2,"B342","",3.32,17,17,95,NA,"97",50,"",NA,2333,TRUE,TRUE,TRUE,3.2
"5557",5557,"MATH&151","B123","2.5",2.5,"B342","",2.3,15,15,95,NA,"97",50,"",NA,2333,TRUE,TRUE,TRUE,2.5
"5558",5558,"MATH147","B012","W",NA,"B233","11/12/2010",2.3,15,5,72,28,"15",NA,"",NA,5332,FALSE,FALSE,FALSE,-0.1
"5559",5559,"MATH097","B124","0",0,"B342","6/11/2012",1.18,11,6,80,25,"62",NA,"",NA,6866,FALSE,FALSE,FALSE,0
"5560",5560,"MATH097","B233","3.7",3.7,"B342","",3.7,5,5,80,25,"62",NA,"",NA,6866,TRUE,TRUE,TRUE,3.7
"5561",5561,"MATH097","B123","3.3",3.3,"B233","",3.43,15,15,90,NA,"63",NA,"",NA,8208,TRUE,TRUE,TRUE,3.3
"5562",5562,"MATH147","B011","3.5",3.5,"B234","",2.8,10,10,99,NA,"",NA,"",NA,3613,TRUE,TRUE,TRUE,3.5
"5563",5563,"MATH&151","B012","3.7",3.7,"B012","",3.63,15,15,94,NA,"46",NA,"",NA,1561,TRUE,TRUE,TRUE,3.7
"5564",5564,"MATH&141","B231","3.1",3.1,"B231","",3.1,5,5,99,NA,"46",NA,"",390,1287,TRUE,TRUE,TRUE,3.1
"5565",5565,"MATH097","B012","4",4,"B231","",3.92,12,12,99,NA,"46",NA,"",390,1287,TRUE,TRUE,TRUE,4
"5566",5566,"MATH147","B013","4",4,"B231","",3.85,10,10,99,NA,"46",NA,"",390,1287,TRUE,TRUE,TRUE,4
"5567",5567,"MATH&141","B124","3.3",3.3,"Z999","",3.77,15,15,92,NA,"61",NA,"",NA,6939,TRUE,TRUE,TRUE,3.3
"5568",5568,"MATH&142","B231","3.1",3.1,"Z999","",3.1,5,5,92,NA,"61",NA,"",NA,6939,TRUE,TRUE,TRUE,3.1
"5569",5569,"MATH&151","B232","1.2",1.2,"Z999","",2.13,15,15,92,NA,"61",NA,"",NA,6939,TRUE,FALSE,FALSE,1.2
"5570",5570,"MATH097","B123","4",4,"Z999","",3.8,10,10,92,NA,"61",NA,"",NA,6939,TRUE,TRUE,TRUE,4
"5571",5571,"MATH&141","B013","2.2",2.2,"B122","",1.69,16,16,87,NA,"26",NA,"",NA,6194,TRUE,TRUE,FALSE,2.2
"5572",5572,"MATH097","B012","3.6",3.6,"B122","",3.67,12,12,87,NA,"26",NA,"",NA,6194,TRUE,TRUE,TRUE,3.6
"5573",5573,"MATH147","B011","4",4,"B011","",3.8,15,15,88,NA,"36",NA,"",365,11797,TRUE,TRUE,TRUE,4
"5574",5574,"MATH072","B014","3.5",3.5,"B122","",3.6,10,10,92,NA,"27",NA,"",NA,3813,TRUE,TRUE,TRUE,3.5
"5575",5575,"MATH097","B121","2.5",2.5,"B122","",2.5,5,5,92,NA,"27",NA,"",NA,3813,TRUE,TRUE,TRUE,2.5
"5576",5576,"MATH062","B123","3.1",3.1,"B344","",2.3,15,15,76,38,"15",NA,"",NA,5303,TRUE,TRUE,TRUE,3.1
"5577",5577,"MATH070","B124","4",4,"B344","",2.25,12,12,76,38,"15",NA,"",NA,5303,TRUE,TRUE,TRUE,4
"5578",5578,"MATH072","B233","2.1",2.1,"B344","",2.9,10,10,76,38,"15",NA,"",NA,5303,TRUE,TRUE,FALSE,2.1
"5579",5579,"MATH&151","B121","2",2,"B124","",2.35,15,10,97,87,"77",39,"",NA,11895,TRUE,TRUE,FALSE,2
"5580",5580,"MATH072","B122","0.9",0.9,"B123","",1.65,13,13,94,38,"28",NA,"",NA,7406,FALSE,FALSE,FALSE,0.9
"5581",5581,"MATH072","B123","0.1",0.1,"B123","",0.05,15,0,94,38,"28",NA,"",NA,7406,FALSE,FALSE,FALSE,0.1
"5582",5582,"MATH062","B234","4",4,"B344","",3.78,12,12,99,36,"17",NA,"",NA,4835,TRUE,TRUE,TRUE,4
"5583",5583,"MATH062","B012","3",3,"B124","",3.55,20,20,89,30,"19",NA,"",NA,3280,TRUE,TRUE,TRUE,3
"5584",5584,"MATH070","B014","W",NA,"B124","4/25/2011",0,5,0,89,30,"19",NA,"",NA,3280,FALSE,FALSE,FALSE,-0.1
"5585",5585,"MATH070","B121","2.5",2.5,"B124","",2.5,5,5,89,30,"19",NA,"",NA,3280,TRUE,TRUE,TRUE,2.5
"5586",5586,"MATH072","B122","W",NA,"B124","10/27/2011",0,5,0,89,30,"19",NA,"",NA,3280,FALSE,FALSE,FALSE,-0.1
"5587",5587,"MATH072","B123","1.5",1.5,"B124","",0.75,10,5,89,30,"19",NA,"",NA,3280,TRUE,FALSE,FALSE,1.5
"5588",5588,"MATH&107","B011","3",3,"B232","8/11/2010",4,11,11,99,NA,"27",NA,"",NA,838,TRUE,TRUE,TRUE,3
"5589",5589,"MATH147","B011","1.7",1.7,"B343","",2.14,18,15,92,NA,"32",NA,"",NA,5095,TRUE,FALSE,FALSE,1.7
"5590",5590,"MATH&151","B012","1",1,"B122","",2.44,12,12,87,NA,"48",NA,"",NA,4216,TRUE,FALSE,FALSE,1
"5591",5591,"MATH&151","B014","2.5",2.5,"B122","",2.08,16,16,87,NA,"48",NA,"",NA,4216,TRUE,TRUE,TRUE,2.5
"5592",5592,"MATH072","B013","3.7",3.7,"B344","",3.7,5,5,92,76,"24",NA,"",NA,9571,TRUE,TRUE,TRUE,3.7
"5593",5593,"MATH097","B014","3.4",3.4,"B344","",3.4,5,5,92,76,"24",NA,"",NA,9571,TRUE,TRUE,TRUE,3.4
"5594",5594,"MATH147","B121","2.8",2.8,"B344","",2.8,5,5,92,76,"24",NA,"",NA,9571,TRUE,TRUE,TRUE,2.8
"5595",5595,"MATH&141","B013","4",4,"B344","",4,5,5,86,NA,"36",NA,"",NA,5446,TRUE,TRUE,TRUE,4
"5596",5596,"MATH&142","B014","4",4,"B344","",4,5,5,86,NA,"36",NA,"",NA,5446,TRUE,TRUE,TRUE,4
"5597",5597,"MATH097","B012","4",4,"B344","",4,10,10,86,NA,"36",NA,"",NA,5446,TRUE,TRUE,TRUE,4
"5598",5598,"MATH&142","B012","3.8",3.8,"B122","",3.6,16,16,93,NA,"28",NA,"",447,2714,TRUE,TRUE,TRUE,3.8
"5599",5599,"MATH&151","B013","3.2",3.2,"B122","",2.93,13,13,93,NA,"28",NA,"",447,2714,TRUE,TRUE,TRUE,3.2
"5600",5600,"MATH072","B121","2",2,"B122","",2.5,10,10,92,25,"26",NA,"",NA,1089,TRUE,TRUE,FALSE,2
"5601",5601,"MATH072","B014","2.5",2.5,"B123","",2.5,10,10,97,NA,"40",NA,"",NA,11912,TRUE,TRUE,TRUE,2.5
"5602",5602,"MATH097","B122","2",2,"B123","",2,5,5,97,NA,"40",NA,"",NA,11912,TRUE,TRUE,FALSE,2
"5603",5603,"MATH070","B234","3.5",3.5,"B344","",3.4,15,15,94,80,"27",NA,"",NA,3993,TRUE,TRUE,TRUE,3.5
"5604",5604,"MATH072","B342","3",3,"B344","",2.35,13,10,94,80,"27",NA,"",NA,3993,TRUE,TRUE,TRUE,3
"5605",5605,"MATH072","B012","3.2",3.2,"B343","",3.2,12,12,63,39,"25",NA,"",NA,7522,TRUE,TRUE,TRUE,3.2
"5606",5606,"MATH097","B013","2",2,"B343","",2.13,15,15,63,39,"25",NA,"",NA,7522,TRUE,TRUE,FALSE,2
"5607",5607,"MATH147","B014","2",2,"B343","",2.2,15,15,63,39,"25",NA,"",NA,7522,TRUE,TRUE,FALSE,2
"5608",5608,"MATH&142","B011","2.6",2.6,"B343","",2.6,5,5,93,NA,"74",NA,"",565,4567,TRUE,TRUE,TRUE,2.6
"5609",5609,"MATH062","B013","3.8",3.8,"B122","",3.8,15,15,76,34,"20",NA,"",NA,6428,TRUE,TRUE,TRUE,3.8
"5610",5610,"MATH070","B014","3.4",3.4,"B122","",3.13,15,15,76,34,"20",NA,"",NA,6428,TRUE,TRUE,TRUE,3.4
"5611",5611,"MATH070","B011","3.8",3.8,"B014","",3.05,10,10,87,55,"16",NA,"",NA,2555,TRUE,TRUE,TRUE,3.8
"5612",5612,"MATH072","B012","2.6",2.6,"B014","",1.4,10,5,87,55,"16",NA,"",NA,2555,TRUE,TRUE,TRUE,2.6
"5613",5613,"MATH&141","B013","2.7",2.7,"B233","",2.7,5,5,74,NA,"35",NA,"",NA,987,TRUE,TRUE,TRUE,2.7
"5614",5614,"MATH070","B011","2.7",2.7,"B012","",1.35,10,5,60,26,"17",NA,"",NA,7663,TRUE,TRUE,TRUE,2.7
"5615",5615,"MATH097","B012","2.5",2.5,"B012","",3.13,15,15,91,NA,"27",NA,"",385,6254,TRUE,TRUE,TRUE,2.5
"5616",5616,"MATH070","B234","0",0,"B342","4/26/2013",1.75,10,5,90,74,"26",NA,"",NA,11117,FALSE,FALSE,FALSE,0
"5617",5617,"MATH147","B014","2",2,"B122","",3.1,15,15,89,NA,"65",NA,"",NA,11137,TRUE,TRUE,FALSE,2
"5618",5618,"MATH147","B011","2.5",2.5,"B233","",2.5,5,5,90,NA,"72",NA,"",NA,2385,TRUE,TRUE,TRUE,2.5
"5619",5619,"MATH097","B011","0",0,"B012","6/23/2010",0,15,0,81,52,"24",NA,"",NA,11268,FALSE,FALSE,FALSE,0
"5620",5620,"MATH147","B012","0.1",0.1,"B013","",0.17,20,0,91,NA,"33",NA,"",NA,3921,FALSE,FALSE,FALSE,0.1
"5621",5621,"MATH072","B121","2",2,"B232","",1.42,12,12,76,43,"30",NA,"",NA,204,TRUE,TRUE,FALSE,2
"5622",5622,"MATH072","B231","3.3",3.3,"B232","",3.3,5,5,76,43,"30",NA,"",NA,204,TRUE,TRUE,TRUE,3.3
"5623",5623,"MATH097","B232","2.1",2.1,"B232","",2.1,5,5,76,43,"30",NA,"",NA,204,TRUE,TRUE,FALSE,2.1
"5624",5624,"MATH&142","B013","1.6",1.6,"B341","",2.34,16,16,84,NA,"57",NA,"",NA,2723,TRUE,FALSE,FALSE,1.6
"5625",5625,"MATH&141","B232","2.5",2.5,"B343","",2.25,12,10,93,NA,"",NA,"",NA,9838,TRUE,TRUE,TRUE,2.5
"5626",5626,"MATH&142","B341","2.3",2.3,"B343","",2.7,10,10,93,NA,"",NA,"",NA,9838,TRUE,TRUE,FALSE,2.3
"5627",5627,"MATH&141","B014","3.9",3.9,"B014","",3.9,5,5,88,NA,"62",NA,"",365,9575,TRUE,TRUE,TRUE,3.9
"5628",5628,"MATH072","B012","4",4,"B014","",3.7,15,15,88,NA,"62",NA,"",365,9575,TRUE,TRUE,TRUE,4
"5629",5629,"MATH097","B013","3.5",3.5,"B014","",3.5,5,5,88,NA,"62",NA,"",365,9575,TRUE,TRUE,TRUE,3.5
"5630",5630,"MATH&107","B342","2.5",2.5,"B344","",1.88,18,12,90,NA,"27",NA,"",NA,5474,TRUE,TRUE,TRUE,2.5
"5631",5631,"MATH070","B233","3.6",3.6,"B344","",3.1,15,15,90,NA,"27",NA,"",NA,5474,TRUE,TRUE,TRUE,3.6
"5632",5632,"MATH072","B234","3",3,"B344","",2.63,15,15,90,NA,"27",NA,"",NA,5474,TRUE,TRUE,TRUE,3
"5633",5633,"MATH097","B341","2.2",2.2,"B344","",2.04,12,12,90,NA,"27",NA,"",NA,5474,TRUE,TRUE,FALSE,2.2
"5634",5634,"MATH&141","B012","2.6",2.6,"B124","",3.05,10,10,99,NA,"43",NA,"",NA,11573,TRUE,TRUE,TRUE,2.6
"5635",5635,"MATH&142","B014","3.8",3.8,"B124","",3.24,14,14,99,NA,"43",NA,"",NA,11573,TRUE,TRUE,TRUE,3.8
"5636",5636,"MATH&151","B012","2.2",2.2,"B121","",2.85,15,10,86,NA,"64",NA,"",NA,10454,TRUE,TRUE,FALSE,2.2
"5637",5637,"MATH097","B012","0",0,"B122","11/27/2010",0,10,0,92,NA,"34",NA,"",NA,8782,FALSE,FALSE,FALSE,0
"5638",5638,"MATH&142","B012","3.7",3.7,"B123","",3.85,10,10,99,NA,"32",NA,"",NA,12433,TRUE,TRUE,TRUE,3.7
"5639",5639,"MATH&151","B013","3.7",3.7,"B123","",3.7,5,5,99,NA,"32",NA,"",NA,12433,TRUE,TRUE,TRUE,3.7
"5640",5640,"MATH097","B011","0",0,"B012","7/19/2010",0,5,0,86,NA,"44",NA,"",390,418,FALSE,FALSE,FALSE,0
"5641",5641,"MATH072","B342","4",4,"B344","",4,5,5,NA,NA,"",NA,"",NA,9763,TRUE,TRUE,TRUE,4
"5642",5642,"MATH072","B011","4",4,"B011","",3.85,10,10,68,43,"36",NA,"",NA,3955,TRUE,TRUE,TRUE,4
"5643",5643,"MATH072","B124","4",4,"B342","",3.77,15,15,97,NA,"58",NA,"",NA,5720,TRUE,TRUE,TRUE,4
"5644",5644,"MATH097","B231","3.7",3.7,"B342","",3.75,12,12,97,NA,"58",NA,"",NA,5720,TRUE,TRUE,TRUE,3.7
"5645",5645,"MATH&151","B014","2.3",2.3,"B122","",2.57,15,15,99,NA,"95",71,"",NA,7705,TRUE,TRUE,FALSE,2.3
"5646",5646,"MATH&142","B012","2.5",2.5,"B344","",2.25,10,10,89,NA,"64",NA,"",NA,4443,TRUE,TRUE,TRUE,2.5
"5647",5647,"MATH&151","B013","0.3",0.3,"B344","",1.23,11,6,89,NA,"64",NA,"",NA,4443,FALSE,FALSE,FALSE,0.3
"5648",5648,"MATH&151","B014","2.7",2.7,"B344","",2.42,14,14,89,NA,"64",NA,"",NA,4443,TRUE,TRUE,TRUE,2.7
"5649",5649,"MATH070","B124","0.1",0.1,"B124","",1,13,5,94,36,"20",NA,"",NA,7638,FALSE,FALSE,FALSE,0.1
"5650",5650,"MATH147","B013","4",4,"B124","",3.7,10,10,93,NA,"87",77,"41",NA,431,TRUE,TRUE,TRUE,4
"5651",5651,"MATH097","B013","2.7",2.7,"B014","",2.65,10,10,97,61,"36",NA,"",467,4006,TRUE,TRUE,TRUE,2.7
"5652",5652,"MATH147","B014","3.2",3.2,"B014","",3.2,5,5,97,61,"36",NA,"",467,4006,TRUE,TRUE,TRUE,3.2
"5653",5653,"MATH070","B123","4",4,"B124","",4,15,15,95,67,"23",NA,"",NA,5617,TRUE,TRUE,TRUE,4
"5654",5654,"MATH097","B012","W",NA,"B014","11/12/2010",0,5,0,96,NA,"26",NA,"",NA,8818,FALSE,FALSE,FALSE,-0.1
"5655",5655,"MATH&142","B121","4",4,"B341","",4,5,5,98,NA,"65",NA,"",NA,5195,TRUE,TRUE,TRUE,4
"5656",5656,"MATH&151","B341","W",NA,"B341","7/23/2013",0,11,0,98,NA,"65",NA,"",NA,5195,FALSE,FALSE,FALSE,-0.1
"5657",5657,"MATH&141","B124","3.5",3.5,"B232","",3.8,15,15,93,NA,"33",NA,"",NA,2419,TRUE,TRUE,TRUE,3.5
"5658",5658,"MATH072","B013","4",4,"B232","",3.85,13,13,93,NA,"33",NA,"",NA,2419,TRUE,TRUE,TRUE,4
"5659",5659,"MATH097","B014","0.7",0.7,"B232","",2.62,13,13,93,NA,"33",NA,"",NA,2419,FALSE,FALSE,FALSE,0.7
"5660",5660,"MATH097","B123","4",4,"B232","",3.7,20,20,93,NA,"33",NA,"",NA,2419,TRUE,TRUE,TRUE,4
"5661",5661,"MATH&151","B012","W",NA,"B344","10/26/2010",1.5,10,5,96,NA,"97",61,"",NA,3273,FALSE,FALSE,FALSE,-0.1
"5662",5662,"MATH&151","B124","W",NA,"B344","5/18/2012",1.19,13,8,96,NA,"97",61,"",NA,3273,FALSE,FALSE,FALSE,-0.1
"5663",5663,"MATH&107","B014","1.7",1.7,"B014","",2.6,20,20,90,NA,"40",NA,"",NA,5891,TRUE,FALSE,FALSE,1.7
"5664",5664,"MATH097","B012","0.5",0.5,"B014","",1.73,18,8,90,NA,"40",NA,"",NA,5891,FALSE,FALSE,FALSE,0.5
"5665",5665,"MATH097","B013","3.5",3.5,"B014","",2.78,20,20,90,NA,"40",NA,"",NA,5891,TRUE,TRUE,TRUE,3.5
"5666",5666,"MATH072","B232","4",4,"B343","",3.87,15,15,89,50,"28",NA,"",NA,834,TRUE,TRUE,TRUE,4
"5667",5667,"MATH070","B233","3.3",3.3,"B344","",2.97,15,15,93,70,"27",NA,"",NA,12360,TRUE,TRUE,TRUE,3.3
"5668",5668,"MATH072","B234","3.4",3.4,"B344","",3.6,15,15,93,70,"27",NA,"",NA,12360,TRUE,TRUE,TRUE,3.4
"5669",5669,"MATH097","B342","2.9",2.9,"B344","",2.93,7,7,93,70,"27",NA,"",NA,12360,TRUE,TRUE,TRUE,2.9
"5670",5670,"MATH070","B014","1.6",1.6,"B123","",1.96,12,12,74,25,"15",NA,"",NA,4531,TRUE,FALSE,FALSE,1.6
"5671",5671,"MATH&151","B012","2",2,"B013","",3.07,17,17,96,NA,"73",NA,"",NA,4475,TRUE,TRUE,FALSE,2
"5672",5672,"MATH072","B123","1.9",1.9,"B341","",0.63,15,5,98,28,"34",NA,"",NA,6183,TRUE,FALSE,FALSE,1.9
"5673",5673,"MATH072","B231","4",4,"B341","",3.38,17,17,98,28,"34",NA,"",NA,6183,TRUE,TRUE,TRUE,4
"5674",5674,"MATH097","B232","2",2,"B341","",1,10,5,98,28,"34",NA,"",NA,6183,TRUE,TRUE,FALSE,2
"5675",5675,"MATH147","B233","1.8",1.8,"B341","",2.1,15,15,98,28,"34",NA,"",NA,6183,TRUE,FALSE,FALSE,1.8
"5676",5676,"MATH072","B234","2.7",2.7,"B341","",2.7,5,5,98,NA,"30",NA,"",NA,2774,TRUE,TRUE,TRUE,2.7
"5677",5677,"MATH&107","B011","W",NA,"B012","7/24/2010",0,5,0,99,49,"23",NA,"",NA,5129,FALSE,FALSE,FALSE,-0.1
"5678",5678,"MATH&107","B012","1.8",1.8,"B012","",1.8,5,5,99,49,"23",NA,"",NA,5129,TRUE,FALSE,FALSE,1.8
"5679",5679,"MATH062","B011","3.6",3.6,"B123","",3.45,10,10,91,33,"15",NA,"",NA,5187,TRUE,TRUE,TRUE,3.6
"5680",5680,"MATH070","B012","0",0,"B123","11/16/2010",1,10,5,91,33,"15",NA,"",NA,5187,FALSE,FALSE,FALSE,0
"5681",5681,"MATH070","B014","2.6",2.6,"B123","",2.25,11,11,91,33,"15",NA,"",NA,5187,TRUE,TRUE,TRUE,2.6
"5682",5682,"MATH072","B121","0",0,"B123","",0,10,0,91,33,"15",NA,"",NA,5187,FALSE,FALSE,FALSE,0
"5683",5683,"MATH072","B122","2.1",2.1,"B123","",2.45,10,10,91,33,"15",NA,"",NA,5187,TRUE,TRUE,FALSE,2.1
"5684",5684,"MATH072","B123","0",0,"B123","2/7/2012",0,10,0,91,33,"15",NA,"",NA,5187,FALSE,FALSE,FALSE,0
"5685",5685,"MATH147","B122","3.5",3.5,"B123","",3,10,10,97,NA,"41",NA,"",355,2116,TRUE,TRUE,TRUE,3.5
"5686",5686,"MATH070","B012","3.9",3.9,"B343","",3.85,10,10,99,NA,"28",NA,"",NA,1897,TRUE,TRUE,TRUE,3.9
"5687",5687,"MATH072","B013","W",NA,"B343","2/9/2011",3.6,10,5,99,NA,"28",NA,"",NA,1897,FALSE,FALSE,FALSE,-0.1
"5688",5688,"MATH072","B014","W",NA,"B343","5/18/2011",3.7,10,5,99,NA,"28",NA,"",NA,1897,FALSE,FALSE,FALSE,-0.1
"5689",5689,"MATH072","B124","3",3,"B343","",3.05,15,15,99,NA,"28",NA,"",NA,1897,TRUE,TRUE,TRUE,3
"5690",5690,"MATH097","B231","0",0,"B343","7/6/2012",0,10,0,99,NA,"28",NA,"",NA,1897,FALSE,FALSE,FALSE,0
